symbol,revenue,net_profit,debt,cash_flow,roe,roce,quarter,ingestion_time
GUJAPOLLO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445529
GUJGASLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445532
GUJTHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445534
GULFOILLUB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445537
GULFPETRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445539
GULPOLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445542
GVPIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445544
GVPTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445547
GVT&D,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445549
HAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445552
HAPPSTMNDS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445554
HAPPYFORGE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445557
HARIOMPIPE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445559
HARRMALAYA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445562
HARSHA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445564
HATHWAY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445566
HATSUN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445568
HAVELLS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445571
HAVISHA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445573
HBLENGINE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445575
HCC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445577
HCG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445580
HCL-INSYS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445582
HCLTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445585
HDBFS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445587
HDFCAMC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445589
HDFCBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445592
HDFCLIFE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445594
HEADSUP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445596
HECPROJECT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445599
HEG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445601
HEIDELBERG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445604
HEMIPROP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445606
HERANBA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445608
HERITGFOOD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445610
HEROMOTOCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445613
HESTERBIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445615
HEXATRADEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445617
HEXT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445619
HFCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445622
HGINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445624
HGM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445626
HGS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445628
HIKAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445631
HILINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445633
HILTON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445635
HIMATSEIDE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445638
HINDALCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445640
HINDCOMPOS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445642
HINDCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445644
HINDCOPPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445646
HINDOILEXP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445648
HINDPETRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445650
HINDUNILVR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445652
HINDWAREAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445654
HINDZINC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445656
HIRECT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445658
HISARMETAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445660
HITECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445662
HITECHCORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445664
HLEGLAS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445666
HLVLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445667
HMAAGRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445669
HMVL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445671
HNDFDS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445673
HOMEFIRST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445675
HONASA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445677
HONAUT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445679
HONDAPOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445681
HPAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445683
HPIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445685
HPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445687
HSCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445689
HTMEDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445691
HUBTOWN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445693
HUDCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445696
HUHTAMAKI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445698
HYBRIDFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445700
HYUNDAI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445702
IBULLSLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445704
ICDSLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445707
ICEMAKE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445709
ICICIAMC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445711
ICICIBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445714
ICICIGI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445716
ICICIPRULI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445718
ICIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445720
ICRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445723
IDBI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445725
IDEA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445727
IDEAFORGE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445729
IDFCFIRSTB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445731
IEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445733
IFBAGRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445735
IFBIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445737
IFCI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445740
IFGLEXPOR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445742
IGARASHI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445744
IGCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445746
IGIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445748
IGL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445750
IGPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445752
IIFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445754
IIFLCAPS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445756
IITL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445758
IKIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445760
IKS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445762
IMAGICAA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445764
IMFA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445766
IMPAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445769
INCREDIBLE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445771
INDBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445773
INDGN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445775
INDHOTEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445777
INDIACEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445779
INDIAGLYCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445781
INDIAMART,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445783
INDIANB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445785
INDIANCARD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445787
INDIANHUME,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445789
INDIASHLTR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445791
INDIGO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445794
INDIGOPNTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445796
INDIQUBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445798
INDNIPPON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445800
INDOAMIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445802
INDOBORAX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445804
INDOCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445806
INDOFARM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445808
INDORAMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445810
INDOSTAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445812
INDOTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445815
INDOTHAI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445817
INDOUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445819
INDOWIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445821
INDRAMEDCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445823
INDSWFTLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445825
INDTERRAIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445827
INDUSINDBK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445830
INDUSTOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445832
INFOBEAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445834
INFOMEDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445836
INFY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445838
INGERRAND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445840
INNOVACAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445842
INNOVANA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445844
INOXGREEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445847
INOXINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445849
INOXWIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445851
INSECTICID,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445853
INSPIRISYS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445856
INTELLECT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445858
INTENTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445860
INTERARCH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445862
INTLCONV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445864
INVENTURE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445866
IOB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445868
IOC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445870
IOLCP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445872
IONEXCHANG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445874
IPCALAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445876
IPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445878
IRB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445880
IRCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445882
IRCTC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445884
IREDA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445887
IRFC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445889
IRIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445891
IRISDOREME,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445893
IRMENERGY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445895
ISFT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445897
ISGEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445899
ISHANCH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445901
ITC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445903
ITCHOTELS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445905
ITDC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445907
ITI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445909
IVALUE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445912
IVC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445914
IVP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445916
IXIGO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445918
IZMO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445920
J&KBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445922
JAGRAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445924
JAGSNPHARM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445926
JAIBALAJI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445928
JAICORPLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445930
JAINREC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445932
JAIPURKURT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445935
JAMNAAUTO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445937
JARO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445939
JASH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445941
JAYAGROGN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445943
JAYBARMARU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445945
JAYKAY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445947
JAYNECOIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445949
JAYSREETEA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445952
JBCHEPHARM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445954
JBMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445956
JGCHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445958
JHS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445960
JINDALPHOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445962
JINDALPOLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445964
JINDALSAW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445971
JINDALSTEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445973
JINDRILL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445976
JINDWORLD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445978
JIOFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445980
JISLDVREQS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445982
JISLJALEQS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445984
JITFINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445986
JKCEMENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445988
JKIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445990
JKIPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445992
JKLAKSHMI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445994
JKPAPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445996
JKTYRE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445998
JLHL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446000
JMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446002
JMFINANCIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446004
JNKINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446006
JOCIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446007
JPOLYINVST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446009
JPPOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446011
JSFB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446014
JSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446016
JSLL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446018
JSWCEMENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446020
JSWENERGY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446022
JSWHL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446024
JSWINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446026
JSWSTEEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446028
JTEKTINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446030
JTLIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446032
JUBLCPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446034
JUBLFOOD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446037
JUBLINGREA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446039
JUBLPHARMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446041
JUNIPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446043
JUSTDIAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446045
JWL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446047
JYOTHYLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446049
JYOTICNC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446051
JYOTISTRUC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446054
KABRAEXTRU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446056
KAJARIACER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446058
KAKATCEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446060
KALAMANDIR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446063
KALPATARU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446065
KALYANIFRG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446067
KALYANKJIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446069
KAMATHOTEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446071
KAMDHENU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446074
KAMOPAINTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446076
KANANIIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446078
KANORICHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446080
KANPRPLA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446083
KANSAINER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446085
KARMAENG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446087
KARURVYSYA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446090
KAUSHALYA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446092
KAVDEFENCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446094
KAYA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446097
KAYNES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446099
KCP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446102
KCPSUGIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446104
KDDL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446106
KEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446108
KECL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446111
KEEPLEARN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446113
KEI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446115
KELLTONTEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446117
KERNEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446119
KEYFINSERV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446121
KFINTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446123
KHADIM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446125
KHAICHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446127
KHAITANLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446129
KHANDSE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446131
KICL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446133
KILITCH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446135
KIMS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446137
KINGFA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446138
KIOCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446140
KIRIINDUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446142
KIRLOSBROS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446144
KIRLOSENG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446146
KIRLOSIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446148
KIRLPNU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446150
KITEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446152
KKCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446154
KMEW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446156
KMSUGAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446158
KNAGRI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446159
KNRCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446161
KOHINOOR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446163
KOKUYOCMLN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446165
KOLTEPATIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446167
KOPRAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446169
KOTAKBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446171
KOTARISUG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446173
KOTHARIPET,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446175
KOTHARIPRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446177
KPEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446179
KPIGREEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446181
KPIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446183
KPITTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446185
KPRMILL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446187
KRBL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446189
KREBSBIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446191
KRIDHANINF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446194
KRISHANA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446195
KRISHIVAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446198
KRISHNADEF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446200
KRITI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446202
KRITIKA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446204
KRITINUT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446206
KRN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446208
KRONOX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446211
KROSS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446213
KRSNAA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446215
KRYSTAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446217
KSB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446219
KSCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446221
KSHINTL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446223
KSHITIJPOL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446225
KSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446228
KSOLVES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446230
KTKBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446257
KUANTUM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446260
LAGNAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446263
LAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446265
LALPATHLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446267
LAMBODHARA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446269
LANDMARK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446271
LAOPALA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446274
LASA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446276
LATENTVIEW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446278
LATTEYS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446280
LAURUSLABS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446282
LAXMIDENTL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446284
LAXMIINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446286
LEMERITE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446288
LEMONTREE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446290
LENSKART,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446292
LEXUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446294
LFIC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446296
LGBBROSLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446299
LGEINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446301
LGHL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446303
LIBAS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446305
LIBERTSHOE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446308
LICHSGFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446310
LICI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446312
LIKHITHA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446314
LINC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446316
LINCOLN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446318
LINDEINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446320
LLOYDSENGG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446322
LLOYDSENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446324
LLOYDSME,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446327
LMW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446329
LODHA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446331
LOKESHMACH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446333
LORDSCHLO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.446336
